conversion_id,click_id,amount,status,created_at,updated_at
546721,169773,34.37,not active,2022-11-07,2022-11-10
315983,578669,148.57,active,2022-11-07,2022-11-09
169920,893282,54.65,not active,2022-11-07,2022-11-11
788261,557924,0.49,not active,2022-11-07,2022-11-12
656326,628566,128.33,not active,2022-11-07,2022-11-11
70966,702215,26.98,not active,2022-11-07,2022-11-12
988521,980153,111.97,not active,2022-11-07,2022-11-12
795233,457867,32.58,active,2022-11-07,2022-11-07
800428,384268,10.54,active,2022-11-07,2022-11-08
902848,580395,41.26,active,2022-11-07,2022-11-12
364382,118710,64.22,active,2022-11-07,2022-11-11
998285,227844,98.36,not active,2022-11-07,2022-11-12
8779,44421,30.1,active,2022-11-07,2022-11-10
361028,800189,94.82,active,2022-11-07,2022-11-07
703327,700300,118.36,not active,2022-11-07,2022-11-08
890141,580395,136.68,active,2022-11-07,2022-11-08
119930,679856,60.76,not active,2022-11-07,2022-11-07
652020,478131,9.34,not active,2022-11-07,2022-11-10
481235,831445,70.88,active,2022-11-07,2022-11-07
442142,318866,78.92,not active,2022-11-07,2022-11-07
987900,383173,36.6,not active,2022-11-07,2022-11-12
763289,422516,77.31,active,2022-11-07,2022-11-11
970547,355616,4.82,active,2022-11-07,2022-11-09
358770,113555,102.23,not active,2022-11-07,2022-11-07
565637,402882,4.65,not active,2022-11-07,2022-11-07
832755,478131,121.85,active,2022-11-07,2022-11-12
930830,138539,104.5,not active,2022-11-07,2022-11-07
985690,191500,104.51,active,2022-11-07,2022-11-12
608295,75235,89.18,not active,2022-11-07,2022-11-09
122286,316319,77.06,active,2022-11-07,2022-11-07
198605,307761,142.44,not active,2022-11-07,2022-11-07
81319,750865,103.92,active,2022-11-07,2022-11-10
157224,323763,47.97,active,2022-11-07,2022-11-11
236250,621891,49.42,active,2022-11-07,2022-11-08
79474,708337,50.05,not active,2022-11-07,2022-11-08
978841,246564,105.83,not active,2022-11-07,2022-11-07
968840,241987,74.48,not active,2022-11-07,2022-11-08
11570,272302,18.25,not active,2022-11-07,2022-11-12
857725,443074,97.4,active,2022-11-07,2022-11-09
893637,690818,120.0,active,2022-11-07,2022-11-07
35539,546769,48.27,active,2022-11-07,2022-11-10
905256,731122,146.79,active,2022-11-07,2022-11-09
646549,479481,102.35,not active,2022-11-07,2022-11-09
241517,909147,92.64,active,2022-11-07,2022-11-07
742262,142556,103.05,active,2022-11-07,2022-11-12
641465,378648,126.89,not active,2022-11-07,2022-11-12
158758,175332,41.61,active,2022-11-07,2022-11-12
612953,853587,120.23,active,2022-11-07,2022-11-07
178850,213478,98.0,not active,2022-11-07,2022-11-12
37384,169773,73.47,active,2022-11-07,2022-11-09
896310,853516,64.69,not active,2022-11-07,2022-11-08
104986,113356,81.89,active,2022-11-07,2022-11-10
841558,663145,44.06,active,2022-11-07,2022-11-10
770324,282824,23.5,active,2022-11-07,2022-11-10
252490,691027,49.66,not active,2022-11-07,2022-11-08
214030,95622,51.05,not active,2022-11-07,2022-11-08
861587,159209,14.6,active,2022-11-07,2022-11-07
978933,248564,75.94,not active,2022-11-07,2022-11-09
399336,854655,46.11,active,2022-11-07,2022-11-08
457030,199113,30.77,active,2022-11-07,2022-11-08
392712,913987,43.21,not active,2022-11-07,2022-11-10
559875,923420,124.46,active,2022-11-07,2022-11-07
215504,480629,98.18,active,2022-11-07,2022-11-09
632329,868870,16.14,not active,2022-11-07,2022-11-07
356164,288396,43.04,active,2022-11-07,2022-11-11
942676,542318,66.38,active,2022-11-07,2022-11-10
784223,246564,81.35,active,2022-11-07,2022-11-10
536829,936497,100.31,active,2022-11-07,2022-11-10
659987,306596,34.24,not active,2022-11-07,2022-11-09
376394,849202,102.11,not active,2022-11-07,2022-11-07
87122,903417,33.92,not active,2022-11-07,2022-11-12
200294,313088,131.1,not active,2022-11-07,2022-11-08
306037,639290,86.01,not active,2022-11-07,2022-11-12
23894,867218,110.51,not active,2022-11-07,2022-11-10
427291,36855,39.34,not active,2022-11-07,2022-11-12
640379,126845,123.76,active,2022-11-07,2022-11-08
559307,12882,44.16,active,2022-11-07,2022-11-08
443628,472835,59.9,not active,2022-11-07,2022-11-11
483493,472835,126.81,active,2022-11-07,2022-11-12
645085,937856,97.47,not active,2022-11-07,2022-11-07
123947,747501,40.18,not active,2022-11-07,2022-11-12
793781,296741,136.08,not active,2022-11-07,2022-11-08
242893,144370,116.1,active,2022-11-07,2022-11-12
698948,118710,54.94,not active,2022-11-07,2022-11-09
528757,88830,48.4,active,2022-11-07,2022-11-10
245733,521280,131.96,not active,2022-11-07,2022-11-07
918646,382587,79.74,not active,2022-11-07,2022-11-08
340611,507337,47.78,not active,2022-11-07,2022-11-08
22618,121503,82.21,active,2022-11-07,2022-11-09
875532,903417,29.6,not active,2022-11-07,2022-11-09
476188,767284,105.25,not active,2022-11-07,2022-11-09
634039,797427,5.41,active,2022-11-07,2022-11-10
558593,6951,79.9,not active,2022-11-07,2022-11-08
638148,551017,122.36,active,2022-11-07,2022-11-09
980998,353499,57.64,active,2022-11-07,2022-11-09
171904,224098,50.42,not active,2022-11-07,2022-11-10
587706,745024,108.07,not active,2022-11-07,2022-11-09
441695,665455,57.75,active,2022-11-07,2022-11-10
812539,91249,47.44,not active,2022-11-07,2022-11-12
825423,481436,36.37,not active,2022-11-07,2022-11-10
733133,593536,91.61,active,2022-11-07,2022-11-09
556188,592024,45.44,not active,2022-11-07,2022-11-11
662883,963613,7.04,not active,2022-11-07,2022-11-08
40913,694665,90.46,not active,2022-11-07,2022-11-12
991657,585561,79.58,not active,2022-11-07,2022-11-09
714050,790055,56.95,not active,2022-11-07,2022-11-09
833677,660696,83.18,active,2022-11-07,2022-11-11
576008,727612,81.59,not active,2022-11-07,2022-11-12
447339,248564,63.64,not active,2022-11-07,2022-11-08
509768,437557,140.51,not active,2022-11-07,2022-11-09
885592,828194,87.29,not active,2022-11-07,2022-11-07
764623,579781,2.25,not active,2022-11-07,2022-11-08
375404,474338,72.67,not active,2022-11-07,2022-11-07
765593,466243,83.74,not active,2022-11-07,2022-11-08
321691,708337,115.47,active,2022-11-07,2022-11-08
747118,380527,115.91,not active,2022-11-07,2022-11-12
418051,659027,62.85,not active,2022-11-07,2022-11-09
641752,17659,87.57,active,2022-11-07,2022-11-11
577219,960628,148.32,not active,2022-11-07,2022-11-12
809665,866787,94.36,not active,2022-11-07,2022-11-12
575371,305487,105.67,active,2022-11-07,2022-11-10
646222,34422,4.36,active,2022-11-07,2022-11-10
911046,293037,117.96,active,2022-11-07,2022-11-11
631503,247141,71.56,not active,2022-11-07,2022-11-07
491295,649746,105.46,active,2022-11-07,2022-11-10
789072,690175,23.82,active,2022-11-07,2022-11-07
146257,266904,49.75,not active,2022-11-07,2022-11-07
973410,247199,62.17,not active,2022-11-07,2022-11-08
341748,113356,130.82,active,2022-11-07,2022-11-11
736151,509195,3.01,active,2022-11-07,2022-11-08
901347,984852,56.19,not active,2022-11-07,2022-11-07
876310,572379,49.29,active,2022-11-07,2022-11-11
990886,541035,28.47,active,2022-11-07,2022-11-08
79652,451797,24.88,not active,2022-11-07,2022-11-09
153268,570195,87.97,active,2022-11-07,2022-11-09
705158,645153,102.79,active,2022-11-07,2022-11-07
529337,616488,74.57,not active,2022-11-07,2022-11-10
833426,307761,127.23,active,2022-11-07,2022-11-11
87951,608813,139.25,active,2022-11-07,2022-11-12
323677,902886,14.63,active,2022-11-07,2022-11-10
647279,729401,8.39,not active,2022-11-07,2022-11-11
812008,17659,8.31,active,2022-11-07,2022-11-08
264604,99183,17.15,active,2022-11-07,2022-11-09
82595,267118,22.34,active,2022-11-07,2022-11-12
752356,121503,132.23,not active,2022-11-07,2022-11-08
547241,140531,128.39,active,2022-11-07,2022-11-12
782454,44421,52.55,not active,2022-11-07,2022-11-11
216499,980153,141.14,active,2022-11-07,2022-11-11
321852,407019,125.71,not active,2022-11-07,2022-11-09
459143,849512,105.03,active,2022-11-07,2022-11-09
549201,536210,129.36,not active,2022-11-07,2022-11-07
462027,108985,41.98,active,2022-11-07,2022-11-09
890741,840124,92.66,not active,2022-11-07,2022-11-07
10284,555044,21.31,active,2022-11-07,2022-11-09
616585,747856,148.48,active,2022-11-07,2022-11-07
986291,512859,125.48,not active,2022-11-07,2022-11-11
315939,580395,132.82,active,2022-11-07,2022-11-09
801350,887603,28.1,not active,2022-11-07,2022-11-08
642689,142946,81.48,active,2022-11-07,2022-11-11
758379,200499,9.52,active,2022-11-07,2022-11-11
618672,259189,85.56,active,2022-11-07,2022-11-07
324491,43797,85.99,active,2022-11-07,2022-11-09
263186,23065,17.33,active,2022-11-07,2022-11-08
346172,288396,36.19,active,2022-11-07,2022-11-07
184636,383173,101.31,not active,2022-11-07,2022-11-09
284451,481436,15.18,not active,2022-11-07,2022-11-10
307547,311927,133.69,active,2022-11-07,2022-11-11
489854,499128,136.26,active,2022-11-07,2022-11-11
435954,152417,128.21,active,2022-11-07,2022-11-09
423238,242641,9.9,active,2022-11-07,2022-11-09
23367,866787,61.17,not active,2022-11-07,2022-11-10
704637,345474,3.31,not active,2022-11-07,2022-11-08
386898,628132,128.6,active,2022-11-07,2022-11-08
626925,124502,115.53,not active,2022-11-07,2022-11-10
823645,422516,110.1,active,2022-11-07,2022-11-10
332225,841668,128.95,not active,2022-11-07,2022-11-08
778919,656788,61.96,active,2022-11-07,2022-11-09
635959,428617,124.4,not active,2022-11-07,2022-11-12
228224,694665,127.99,active,2022-11-07,2022-11-10
746420,866291,103.27,not active,2022-11-07,2022-11-12
215067,777814,33.94,active,2022-11-07,2022-11-09
735886,875064,24.33,not active,2022-11-07,2022-11-11
907779,564583,65.49,not active,2022-11-07,2022-11-09
911852,756564,72.99,active,2022-11-07,2022-11-08
173401,514870,3.65,not active,2022-11-07,2022-11-10
386743,474338,71.53,not active,2022-11-07,2022-11-11
613980,566318,102.87,not active,2022-11-07,2022-11-08
854757,442730,92.7,not active,2022-11-07,2022-11-07
875685,996081,12.62,active,2022-11-07,2022-11-11
214871,618609,32.48,not active,2022-11-07,2022-11-08
436836,194246,26.08,not active,2022-11-07,2022-11-08
469988,769335,102.74,not active,2022-11-07,2022-11-08
906756,883356,120.59,not active,2022-11-07,2022-11-08
231831,646177,26.75,active,2022-11-07,2022-11-09
58601,714300,65.59,not active,2022-11-07,2022-11-08
565522,393288,101.95,not active,2022-11-07,2022-11-12
676944,278041,139.13,active,2022-11-07,2022-11-10
128499,18400,112.91,not active,2022-11-07,2022-11-11
389256,745024,115.24,not active,2022-11-07,2022-11-08
879803,839208,53.34,not active,2022-11-07,2022-11-08
343721,575685,21.7,active,2022-11-07,2022-11-07
647193,73552,107.03,not active,2022-11-07,2022-11-07
608139,566318,144.23,active,2022-11-07,2022-11-07
30965,954640,14.36,not active,2022-11-07,2022-11-11
124557,542318,64.2,active,2022-11-07,2022-11-12
788274,313947,138.89,active,2022-11-07,2022-11-07
374549,436321,143.8,active,2022-11-07,2022-11-12
966405,442730,46.78,active,2022-11-07,2022-11-12
288140,81300,91.37,not active,2022-11-07,2022-11-12
655257,840124,70.92,not active,2022-11-07,2022-11-12
311528,434879,95.51,not active,2022-11-07,2022-11-07
168188,513314,79.32,active,2022-11-07,2022-11-11
34664,995466,19.09,not active,2022-11-07,2022-11-08
409371,222897,28.67,active,2022-11-07,2022-11-12
593352,119619,117.76,not active,2022-11-07,2022-11-12
361226,937856,92.93,active,2022-11-07,2022-11-12
377698,847264,148.99,not active,2022-11-07,2022-11-12
779391,392199,5.78,not active,2022-11-07,2022-11-12
789448,754814,63.42,not active,2022-11-07,2022-11-12
997804,250708,75.28,active,2022-11-07,2022-11-10
509212,209637,124.54,active,2022-11-07,2022-11-11
591637,437557,80.84,active,2022-11-07,2022-11-12
543936,313947,101.8,active,2022-11-07,2022-11-10
84416,658916,71.4,active,2022-11-07,2022-11-12
562697,119521,111.17,active,2022-11-07,2022-11-10
284329,128514,96.73,active,2022-11-07,2022-11-08
839179,384495,111.98,active,2022-11-07,2022-11-09
889389,715748,1.36,not active,2022-11-07,2022-11-08
505144,138539,101.32,not active,2022-11-07,2022-11-08
329384,527544,146.7,active,2022-11-07,2022-11-12
412364,624619,10.83,not active,2022-11-07,2022-11-12
85601,992357,148.08,active,2022-11-07,2022-11-09
533174,963613,87.34,active,2022-11-07,2022-11-09
90000,188081,145.62,not active,2022-11-07,2022-11-12
503495,179216,86.07,not active,2022-11-07,2022-11-09
989799,361831,12.89,not active,2022-11-07,2022-11-07
175159,65139,143.94,not active,2022-11-07,2022-11-09
658793,868870,21.16,active,2022-11-07,2022-11-08
294806,299443,33.77,active,2022-11-07,2022-11-08
730441,338418,28.29,active,2022-11-07,2022-11-10
245902,994084,115.99,active,2022-11-07,2022-11-09
429705,443220,102.62,not active,2022-11-07,2022-11-11
36184,762159,45.34,not active,2022-11-07,2022-11-11
211606,102574,143.95,not active,2022-11-07,2022-11-12
393154,864190,122.79,not active,2022-11-07,2022-11-10
303557,542573,10.3,active,2022-11-07,2022-11-11
157331,31383,35.28,not active,2022-11-07,2022-11-11
566358,32634,0.8,active,2022-11-07,2022-11-08
236627,723893,61.02,not active,2022-11-07,2022-11-11
680018,315279,145.96,active,2022-11-07,2022-11-07
387646,275192,102.44,not active,2022-11-07,2022-11-10
354541,296161,37.0,not active,2022-11-07,2022-11-08
638906,735976,55.61,active,2022-11-07,2022-11-10
816345,85634,60.84,not active,2022-11-07,2022-11-09
29562,99183,83.1,not active,2022-11-07,2022-11-11
610112,555044,116.5,active,2022-11-07,2022-11-12
978696,593536,123.14,not active,2022-11-07,2022-11-07
937313,935769,99.15,active,2022-11-07,2022-11-07
713694,669630,22.12,active,2022-11-07,2022-11-08
277335,923061,122.49,active,2022-11-07,2022-11-07
499044,51143,71.96,active,2022-11-07,2022-11-08
920934,588865,123.13,active,2022-11-07,2022-11-09
818646,706073,51.62,not active,2022-11-07,2022-11-09
81625,883356,99.79,not active,2022-11-07,2022-11-08
672848,645642,116.69,not active,2022-11-07,2022-11-08
373347,306596,7.11,not active,2022-11-07,2022-11-09
355955,206571,109.97,active,2022-11-07,2022-11-08
895038,440828,40.69,active,2022-11-07,2022-11-10
608950,588865,102.21,not active,2022-11-07,2022-11-11
645223,24852,145.58,not active,2022-11-07,2022-11-10
973712,757818,54.57,not active,2022-11-07,2022-11-09
542049,849512,24.59,not active,2022-11-07,2022-11-09
327001,612508,26.63,active,2022-11-07,2022-11-12
759628,952106,10.35,not active,2022-11-07,2022-11-08
223545,162721,11.76,not active,2022-11-07,2022-11-11
605219,434879,65.57,not active,2022-11-07,2022-11-10
802360,180326,79.5,active,2022-11-07,2022-11-09
701910,316342,79.88,not active,2022-11-07,2022-11-11
972881,962774,61.3,active,2022-11-07,2022-11-11
812367,253567,137.11,active,2022-11-07,2022-11-12
58990,319122,133.31,active,2022-11-07,2022-11-09
873230,266904,18.36,active,2022-11-07,2022-11-07
119771,513314,98.98,not active,2022-11-07,2022-11-07
810481,656558,127.53,active,2022-11-07,2022-11-10
865515,27294,115.75,active,2022-11-07,2022-11-08
82285,540021,136.74,not active,2022-11-07,2022-11-09
75146,913620,79.81,active,2022-11-07,2022-11-07
333924,6951,13.37,active,2022-11-07,2022-11-11
914165,905363,3.94,active,2022-11-07,2022-11-10
257794,650365,133.6,active,2022-11-07,2022-11-08
59301,820800,3.26,active,2022-11-07,2022-11-08
71920,820800,90.76,not active,2022-11-07,2022-11-09
823199,113704,35.48,not active,2022-11-07,2022-11-10
558671,11729,134.25,active,2022-11-07,2022-11-11
645465,679856,46.0,not active,2022-11-07,2022-11-11
408154,720083,75.94,not active,2022-11-07,2022-11-07
588390,960950,27.85,active,2022-11-07,2022-11-09
513617,113555,37.47,active,2022-11-07,2022-11-10
486904,548595,41.58,active,2022-11-07,2022-11-10
550570,58824,99.91,not active,2022-11-07,2022-11-10
516897,443220,21.57,active,2022-11-07,2022-11-08
997616,281196,38.0,active,2022-11-07,2022-11-08
165867,193615,137.04,active,2022-11-07,2022-11-08
214408,173050,42.97,active,2022-11-07,2022-11-11
560573,984852,104.36,not active,2022-11-07,2022-11-11
4061,546769,74.46,not active,2022-11-07,2022-11-10
355758,259189,111.05,active,2022-11-07,2022-11-12
806536,551852,5.26,active,2022-11-07,2022-11-11
885978,635703,125.74,active,2022-11-07,2022-11-09
323021,606221,10.78,active,2022-11-07,2022-11-12
784079,38854,100.45,active,2022-11-07,2022-11-07
60800,712680,28.88,active,2022-11-07,2022-11-09
509802,639290,126.3,active,2022-11-07,2022-11-07
416623,185769,61.72,active,2022-11-07,2022-11-10
807851,471521,75.06,not active,2022-11-07,2022-11-07
978459,877220,67.74,active,2022-11-07,2022-11-07
7362,609437,85.81,active,2022-11-07,2022-11-09
342934,108661,149.04,not active,2022-11-07,2022-11-09
11775,77768,59.51,active,2022-11-07,2022-11-12
333088,275192,146.79,not active,2022-11-07,2022-11-12
24872,574775,96.87,active,2022-11-07,2022-11-08
333160,81300,67.54,not active,2022-11-07,2022-11-07
413260,747856,52.39,active,2022-11-07,2022-11-10
27125,660320,16.58,not active,2022-11-07,2022-11-09
22356,973852,5.46,not active,2022-11-07,2022-11-12
52899,856139,42.39,active,2022-11-07,2022-11-09
42049,544020,20.89,not active,2022-11-07,2022-11-10
657536,650365,114.03,active,2022-11-07,2022-11-11
922475,319122,97.73,active,2022-11-07,2022-11-12
159380,98385,113.6,not active,2022-11-07,2022-11-12
962366,422238,134.8,not active,2022-11-07,2022-11-12
692257,704305,18.42,active,2022-11-07,2022-11-09
283099,408879,33.52,not active,2022-11-07,2022-11-07
287975,159209,38.38,not active,2022-11-07,2022-11-09
97983,727808,16.35,active,2022-11-07,2022-11-12
769612,411168,140.36,active,2022-11-07,2022-11-11
694821,182405,135.98,active,2022-11-07,2022-11-08
78695,830538,81.47,not active,2022-11-07,2022-11-12
566526,412622,9.48,active,2022-11-07,2022-11-12
453904,321892,62.95,not active,2022-11-07,2022-11-10
542321,564583,83.56,active,2022-11-07,2022-11-09
508445,388175,75.13,not active,2022-11-07,2022-11-10
61198,329805,113.41,active,2022-11-07,2022-11-10
424120,736075,145.62,active,2022-11-07,2022-11-12
438411,706508,132.73,active,2022-11-07,2022-11-10
857209,474338,124.52,not active,2022-11-07,2022-11-11
588574,595060,36.43,active,2022-11-07,2022-11-09
209598,297313,81.18,active,2022-11-07,2022-11-12
355071,100297,106.8,active,2022-11-07,2022-11-11
357610,585558,146.2,active,2022-11-07,2022-11-08
871302,44236,51.84,not active,2022-11-07,2022-11-07
744988,143784,102.15,not active,2022-11-07,2022-11-11
184546,989813,147.83,not active,2022-11-07,2022-11-10
511130,65750,31.73,not active,2022-11-07,2022-11-09
552689,17659,111.24,not active,2022-11-07,2022-11-11
967151,589756,53.16,active,2022-11-07,2022-11-11
968235,757618,44.99,active,2022-11-07,2022-11-08
412084,283397,131.17,not active,2022-11-07,2022-11-08
766716,54139,13.56,active,2022-11-07,2022-11-08
577708,291368,142.86,not active,2022-11-07,2022-11-07
835229,32634,86.99,active,2022-11-07,2022-11-08
290003,142556,148.73,active,2022-11-07,2022-11-09
514288,552877,33.14,not active,2022-11-07,2022-11-10
272856,413920,37.24,active,2022-11-07,2022-11-07
223629,679361,117.34,not active,2022-11-07,2022-11-08
379995,593536,47.27,active,2022-11-07,2022-11-10
307465,981464,109.49,active,2022-11-07,2022-11-11
976413,420865,28.78,not active,2022-11-07,2022-11-08
754137,480129,105.9,not active,2022-11-07,2022-11-08
540131,361192,121.31,active,2022-11-07,2022-11-08
979823,259189,55.29,active,2022-11-07,2022-11-09
558558,49656,51.66,not active,2022-11-07,2022-11-07
749150,198041,113.63,not active,2022-11-07,2022-11-07
252792,646177,46.27,not active,2022-11-07,2022-11-08
708811,575363,16.69,active,2022-11-07,2022-11-08
980907,108661,105.57,active,2022-11-07,2022-11-07
117556,213478,139.3,active,2022-11-07,2022-11-11
184097,136213,57.89,not active,2022-11-07,2022-11-10
756837,913987,128.45,active,2022-11-07,2022-11-11
188917,585203,135.51,not active,2022-11-07,2022-11-10
294397,777932,95.48,not active,2022-11-07,2022-11-12
376254,129775,5.34,active,2022-11-07,2022-11-12
1343,175332,44.89,not active,2022-11-07,2022-11-09
58589,581510,50.35,active,2022-11-07,2022-11-12
698772,241987,145.73,not active,2022-11-07,2022-11-08
793665,207794,80.2,not active,2022-11-07,2022-11-08
368442,65139,51.4,not active,2022-11-07,2022-11-09
397526,297313,94.92,not active,2022-11-07,2022-11-12
148872,154633,26.76,active,2022-11-07,2022-11-11
928062,821532,136.12,not active,2022-11-07,2022-11-07
698663,568272,25.38,not active,2022-11-07,2022-11-10
231451,564583,81.61,not active,2022-11-07,2022-11-10
394836,141925,56.34,active,2022-11-07,2022-11-10
193940,949293,59.14,not active,2022-11-07,2022-11-09
340481,987122,115.66,active,2022-11-07,2022-11-09
491982,250708,101.61,active,2022-11-07,2022-11-11
491657,595060,67.6,active,2022-11-07,2022-11-07
188409,660320,26.42,not active,2022-11-07,2022-11-11
271056,538299,148.53,active,2022-11-07,2022-11-07
125585,259374,108.8,active,2022-11-07,2022-11-07
327339,101464,104.76,not active,2022-11-07,2022-11-09
888484,580395,27.2,not active,2022-11-07,2022-11-09
273049,421338,109.93,not active,2022-11-07,2022-11-11
249488,26207,96.39,active,2022-11-07,2022-11-07
43591,513314,50.61,not active,2022-11-07,2022-11-12
901716,384268,70.4,not active,2022-11-07,2022-11-11
773525,149452,68.72,not active,2022-11-07,2022-11-08
949868,868306,64.15,active,2022-11-07,2022-11-08
597354,850690,65.85,active,2022-11-07,2022-11-12
114939,71528,132.51,active,2022-11-07,2022-11-09
741727,116739,103.55,not active,2022-11-07,2022-11-07
286628,121416,77.68,active,2022-11-07,2022-11-10
82740,513893,34.82,not active,2022-11-07,2022-11-09
588564,779377,138.05,not active,2022-11-07,2022-11-12
177823,113356,71.94,not active,2022-11-07,2022-11-09
938689,50091,24.5,not active,2022-11-07,2022-11-09
540682,185769,118.05,active,2022-11-07,2022-11-08
573200,103680,101.92,not active,2022-11-07,2022-11-09
726541,646177,124.16,not active,2022-11-07,2022-11-12
244027,107687,79.63,not active,2022-11-07,2022-11-07
997069,555044,37.99,not active,2022-11-07,2022-11-07
734783,965102,57.89,active,2022-11-07,2022-11-10
678726,581356,12.88,not active,2022-11-07,2022-11-07
558557,925688,98.58,active,2022-11-07,2022-11-10
626278,995568,63.37,active,2022-11-07,2022-11-12
210154,771464,1.78,not active,2022-11-07,2022-11-12
251365,227844,122.6,not active,2022-11-07,2022-11-08
922633,624619,6.35,not active,2022-11-07,2022-11-07
579318,230037,22.03,active,2022-11-07,2022-11-07
618334,840169,55.38,active,2022-11-07,2022-11-09
471830,296748,78.99,active,2022-11-07,2022-11-12
116034,247141,52.17,active,2022-11-07,2022-11-11
857766,509195,127.68,not active,2022-11-07,2022-11-08
422975,771464,53.14,active,2022-11-07,2022-11-08
821819,24587,93.33,not active,2022-11-07,2022-11-07
142529,843541,38.8,not active,2022-11-07,2022-11-11
981749,40497,123.16,not active,2022-11-07,2022-11-08
682687,25894,79.08,not active,2022-11-07,2022-11-09
287240,336235,56.93,not active,2022-11-07,2022-11-10
217642,171304,68.98,active,2022-11-07,2022-11-07
105570,51143,126.81,active,2022-11-07,2022-11-07
641906,381592,107.23,active,2022-11-07,2022-11-10
856250,362182,85.31,not active,2022-11-07,2022-11-10
502792,768028,39.18,active,2022-11-07,2022-11-08
4594,862256,99.39,active,2022-11-07,2022-11-08
354222,324153,137.29,active,2022-11-07,2022-11-08
511469,625007,140.99,active,2022-11-07,2022-11-12
57579,548595,77.18,active,2022-11-07,2022-11-07
626814,883472,23.61,not active,2022-11-07,2022-11-08
409290,248564,146.09,not active,2022-11-07,2022-11-09
15017,928585,68.72,active,2022-11-07,2022-11-07
369354,564583,12.61,not active,2022-11-07,2022-11-08
73390,108009,59.36,active,2022-11-07,2022-11-11
815612,745149,121.58,not active,2022-11-07,2022-11-08
811989,762167,134.56,active,2022-11-07,2022-11-08
119807,554348,129.75,active,2022-11-07,2022-11-11
686479,852897,37.59,active,2022-11-07,2022-11-12
646303,50091,119.66,not active,2022-11-07,2022-11-11
407695,902886,3.19,active,2022-11-07,2022-11-08
9777,303805,100.96,not active,2022-11-07,2022-11-09
672666,141925,44.31,not active,2022-11-07,2022-11-10
543404,6951,105.65,active,2022-11-07,2022-11-07
570842,54139,64.34,active,2022-11-07,2022-11-08
803754,914912,25.53,active,2022-11-07,2022-11-08
719219,361192,114.99,not active,2022-11-07,2022-11-07
848949,315122,83.24,active,2022-11-07,2022-11-10
539899,977220,88.9,active,2022-11-07,2022-11-11
257673,841375,32.88,not active,2022-11-07,2022-11-08
302447,24777,28.6,active,2022-11-07,2022-11-10
116728,449872,0.71,not active,2022-11-07,2022-11-09
837987,478131,141.96,active,2022-11-07,2022-11-07
420619,553962,89.73,active,2022-11-07,2022-11-10
363717,876138,9.44,active,2022-11-07,2022-11-12
712636,107687,24.87,not active,2022-11-07,2022-11-08
186961,864190,21.53,not active,2022-11-07,2022-11-08
997956,727808,12.92,not active,2022-11-07,2022-11-12
91473,119710,120.12,active,2022-11-07,2022-11-12
906285,303805,8.42,active,2022-11-07,2022-11-12
493635,635947,46.82,active,2022-11-07,2022-11-11
499976,372206,69.78,not active,2022-11-07,2022-11-11
285743,639096,15.16,active,2022-11-07,2022-11-09
530545,789841,20.96,not active,2022-11-07,2022-11-09
353770,895695,13.08,active,2022-11-07,2022-11-10
804115,71528,28.58,not active,2022-11-07,2022-11-10
878802,839140,93.54,not active,2022-11-07,2022-11-11
608119,108661,52.66,not active,2022-11-07,2022-11-12
935150,848335,30.54,not active,2022-11-07,2022-11-10
783092,733462,5.99,active,2022-11-07,2022-11-09
434415,703768,101.51,active,2022-11-07,2022-11-11
589332,199814,25.48,not active,2022-11-07,2022-11-07
585239,995466,2.27,active,2022-11-07,2022-11-11
407702,522903,117.28,not active,2022-11-07,2022-11-08
38831,247199,72.9,not active,2022-11-07,2022-11-07
547984,158219,58.9,not active,2022-11-07,2022-11-09
783457,199113,111.48,active,2022-11-07,2022-11-11
398243,883072,39.96,not active,2022-11-07,2022-11-12
595694,116739,130.5,active,2022-11-07,2022-11-12
967581,165212,36.21,active,2022-11-07,2022-11-11
212076,592024,121.28,not active,2022-11-07,2022-11-07
788206,548595,55.42,active,2022-11-07,2022-11-08
490281,207794,18.85,not active,2022-11-07,2022-11-07
507979,104888,86.85,active,2022-11-07,2022-11-12
387578,236787,65.16,not active,2022-11-07,2022-11-10
603620,920512,113.06,not active,2022-11-07,2022-11-11
65,278734,33.53,not active,2022-11-07,2022-11-07
72313,496447,98.58,not active,2022-11-07,2022-11-09
149409,930432,117.97,active,2022-11-07,2022-11-12
734534,909147,12.07,not active,2022-11-07,2022-11-07
496429,779377,138.26,active,2022-11-07,2022-11-10
235889,665455,94.99,not active,2022-11-07,2022-11-09
943558,786495,70.74,not active,2022-11-07,2022-11-07
83815,50091,142.75,active,2022-11-07,2022-11-07
635544,11729,97.05,active,2022-11-07,2022-11-09
354799,585561,15.62,active,2022-11-07,2022-11-12
474708,592298,83.47,not active,2022-11-07,2022-11-08
139764,534380,110.36,active,2022-11-07,2022-11-10
908120,914912,66.68,not active,2022-11-07,2022-11-10
240132,448101,143.79,not active,2022-11-07,2022-11-12
130418,94265,111.57,not active,2022-11-07,2022-11-08
197745,408879,116.12,active,2022-11-07,2022-11-12
578729,840169,139.43,not active,2022-11-07,2022-11-07
646574,733462,110.64,not active,2022-11-07,2022-11-08
190765,88830,92.0,not active,2022-11-07,2022-11-09
590813,869662,94.18,not active,2022-11-07,2022-11-11
774731,813084,49.03,not active,2022-11-07,2022-11-12
954182,315187,124.07,active,2022-11-07,2022-11-07
926500,198478,91.29,not active,2022-11-07,2022-11-12
